,name_last,name_first,key_mlbam,key_retro,key_bbref,key_fangraphs,mlb_played_first,mlb_played_last
17386,Ramirez,Noé,598287,ramin002,ramirno01,12800,2015.0,2022.0
17387,Graterol,Brusdar,660813,gratb002,gratebr01,20367,2019.0,2024.0
17390,Kilian,Caleb,668873,kilic001,kiliaca01,26213,2022.0,2024.0
17396,Strahm,Matt,621381,stram001,strahma01,13799,2016.0,2024.0
17397,Gentry,Tyler,694355,gentt001,gentrty01,-1,2024.0,2024.0
17416,Swanson,Erik,657024,swane001,swanser01,16587,2019.0,2024.0
17419,Voit,Luke,572228,voitl001,voitlu01,14811,2017.0,2023.0
17433,Robinson,Chuckie,642020,robic003,robinch04,19824,2022.0,2024.0
17435,De Jesus,Enmanuel,646241,dejee001,dejesen01,18554,2023.0,2023.0
17449,Belt,Brandon,474832,beltb001,beltbr01,10264,2011.0,2023.0
17455,Bannon,Rylan,676625,bannr001,bannory01,19768,2022.0,2023.0
17479,Canó,Robinson,429664,canor001,canoro01,3269,2005.0,2022.0
17482,Moll,Sam,594580,molls001,mollsa01,14874,2017.0,2024.0
17502,Espada,Jose,664744,espaj001,espadjo01,21131,2023.0,2023.0
17513,Ryan,Joe,657746,ryanj002,ryanjo04,21390,2021.0,2024.0
17527,Hodge,Porter,687863,hodgp001,hodgepo01,-1,2024.0,2024.0
17545,Hudson,Dakota,641712,hudsd002,hudsoda02,19206,2018.0,2024.0
17555,Reyes,Franmil,614177,reyef001,reyesfr01,14566,2018.0,2023.0
17558,Webb,Logan,657277,webbl001,webblo01,17995,2019.0,2024.0
17560,Holton,Tyler,663947,holtt002,holtoty01,26231,2022.0,2024.0
17584,Cave,Jake,595909,cavej001,caveja01,14477,2018.0,2024.0
17586,Curtiss,John,595928,curtj003,curtijo02,16128,2017.0,2024.0
17587,Baddoo,Akil,668731,badda001,baddoak01,22168,2021.0,2024.0
17599,Brennan,Will,686823,brenw002,brennwi02,25660,2022.0,2024.0
17600,Davis,Jonathan,641505,davij007,davisjo05,15104,2018.0,2023.0
17608,Fry,Paul,643316,fry-p001,frypa01,15832,2018.0,2022.0
17614,García,Luis,472610,garcl005,garcilu03,6984,2013.0,2024.0
17628,Church,Marc,687847,churm001,churcma01,-1,2024.0,2024.0
17711,Williams,Trevor,592866,willt002,willitr01,16977,2016.0,2024.0
17718,Leibrandt,Brandon,605335,leibb001,leibrbr01,16135,2020.0,2024.0
17756,Knebel,Corey,608349,knebc001,knebeco01,15010,2014.0,2022.0
17768,Mayers,Mike,594577,mayem001,mayermi01,15451,2016.0,2023.0
17769,Wick,Rowan,592858,wickr001,wickro01,14646,2018.0,2022.0
17822,Greene,Hunter,668881,greeh001,greenhu01,22182,2022.0,2024.0
17834,Montero,Rafael,606160,montr004,montera01,12760,2014.0,2024.0
17841,Bernard,Wynton,592144,bernw001,bernawy01,13408,2022.0,2022.0
17848,Gómez,Yoendrys,672782,gomey002,gomezyo01,22872,2023.0,2024.0
17854,McKenna,Ryan,663630,mcker001,mckenry01,19928,2021.0,2024.0
17855,Ramírez,Harold,623912,ramih004,ramirha02,14387,2019.0,2024.0
17863,Roupp,Landen,694738,roupl001,rouppla01,30076,2024.0,2024.0
17866,Fernandez,Ryan,681676,fernr001,fernary01,-1,2024.0,2024.0
17873,Danish,Tyler,641501,danit001,danisty01,15126,2016.0,2022.0
17888,Larnach,Trevor,663616,larnt001,larnatr01,21501,2021.0,2024.0
17894,Rojas,Josh,668942,rojaj001,rojasjo01,19734,2019.0,2024.0
17896,Frazier,Adam,624428,fraza001,fraziad01,15223,2016.0,2024.0
17904,Casparius,Ben,676508,caspb001,caspabe01,-1,2024.0,2024.0
17925,Beck,Tristan,663941,beckt002,becktr01,21584,2023.0,2024.0
17926,Burdi,Nick,595897,burdn001,burdini01,16074,2018.0,2024.0
17946,Gaddis,Hunter,683769,gaddh001,gaddihu01,25636,2022.0,2024.0
17947,Green,Chad,643338,greec003,greench03,15552,2016.0,2024.0
17950,Duggar,Steven,621453,duggs001,duggast01,17719,2018.0,2022.0
17962,Grisham,Trent,663757,grist001,grishtr01,18564,2019.0,2024.0
17969,Pérez,Martín,527048,perem004,perezma02,6902,2012.0,2024.0
17981,Schmitt,Casey,669477,schmc003,schmica01,27577,2023.0,2024.0
17996,Zerpa,Angel,672582,zerpa001,zerpaan01,22717,2021.0,2024.0
18007,Pérez,Carlos,656024,perec005,perezca03,20805,2022.0,2023.0
18027,Misiewicz,Anthony,664948,misia001,misiean01,18152,2020.0,2024.0
18033,McHugh,Collin,543521,mchuc001,mchugco01,7531,2012.0,2023.0
18040,Ruíz,Norge,650204,ruizn001,ruizno01,19580,2022.0,2022.0
18048,Báez,Michel,673258,baezm001,baezmi01,20100,2019.0,2022.0
18073,Rivero,Sebastián,665861,rives002,riverse01,21735,2021.0,2022.0
18078,Syndergaard,Noah,592789,syndn001,syndeno01,11762,2015.0,2023.0
18095,Murphy,Sean,669221,murps001,murphse01,19352,2019.0,2024.0
18099,Bermúdez,Jonathan,642834,bermj001,bermujo01,-1,2024.0,2024.0
18138,Smith,Drew,622098,smitd009,smithdr01,17755,2018.0,2024.0
18152,Vieira,Thyago,600986,vieit001,vieirth01,14510,2017.0,2024.0
18163,Semien,Marcus,543760,semim001,semiema01,12533,2013.0,2024.0
18174,Davies,Zach,605200,daviz001,davieza02,13183,2015.0,2023.0
18186,Martinez,Orelvis,682619,marto002,martior01,-1,2024.0,2024.0
18215,Hollowell,Gavin,668970,hollg002,holloga01,25427,2022.0,2024.0
18217,Lee,Brooks,686797,lee-b002,leebr02,-1,2024.0,2024.0
18219,De Jong,Chase,608328,dejoc001,dejonch01,15036,2017.0,2023.0
18240,Hicks,Aaron,543305,hicka001,hicksaa01,5297,2013.0,2024.0
18251,Wesneski,Hayden,669713,wesnh001,wesneha01,27581,2022.0,2024.0
18276,Ross,Joe,605452,rossj002,rossjo01,12972,2015.0,2024.0
18293,Nola,Austin,543592,nolaa002,nolaau01,15941,2019.0,2023.0
18302,Pérez,Salvador,521692,peres002,perezsa02,7304,2011.0,2024.0
18314,Rodríguez,José,642578,rodrj006,rodrijo07,17860,2019.0,2023.0
18335,Gray,Sonny,543243,grays001,grayso01,12768,2013.0,2024.0
18341,Basso,Brady,669620,bassb002,bassobr01,-1,2024.0,2024.0
18352,Greene,Shane,572888,grees005,greensh02,10756,2014.0,2023.0
18368,Funderburk,Kody,681892,fundk001,fundeko01,24993,2023.0,2024.0
18372,McCormick,Chas,676801,mccoc001,mccorch01,19599,2021.0,2024.0
18373,Wolf,Jackson,680232,wolfj001,wolfja01,29832,2023.0,2023.0
18376,Andrews,Clayton,677076,andrc002,andrecl02,23631,2023.0,2024.0
18387,Díaz,Miguel,622766,diazm004,diazmi02,18815,2017.0,2024.0
18396,Jones,Taylor,622100,jonet005,jonesta01,19533,2020.0,2022.0
18398,Springer,George,543807,sprig001,springe01,12856,2014.0,2024.0
18404,Vallimont,Chris,681808,vallc001,vallich01,24935,2023.0,2023.0
18430,Maile,Luke,571912,maill001,mailelu01,13355,2015.0,2024.0
18432,Brown,Hunter,686613,browh001,brownhu01,25880,2022.0,2024.0
18448,Díaz,Elías,553869,diaze005,diazel01,11680,2015.0,2024.0
18452,Neely,Jack,680891,neelj001,neelyja01,-1,2024.0,2024.0
18453,Hernández,Darwinzon,650382,hernd004,hernada02,19848,2019.0,2022.0
18503,Cron,C. J.,543068,cronc002,croncj01,12546,2014.0,2023.0
18527,Myers,Wil,571976,myerw001,myerswi01,10047,2013.0,2023.0
18541,Benson,Will,666181,bensw001,bensowi01,21853,2022.0,2024.0
18546,Lodolo,Nick,666157,lodon001,lodolni01,26378,2022.0,2024.0
18556,Márquez,Germán,608566,marqg001,marquge01,15038,2016.0,2024.0
18559,Mondou,Nate,670148,mondn001,mondona01,19563,2022.0,2022.0
18586,Short,Zack,670097,shorz001,shortza01,19562,2021.0,2024.0
18625,Hutchison,Drew,571800,hutcd001,hutchdr01,10732,2012.0,2022.0
18636,Gilbert,Tyler,656457,gilbt001,gilbety01,17964,2021.0,2024.0
18642,Tapia,Raimel,606132,tapir001,tapiara01,14350,2016.0,2023.0
18650,McDermott,Chayce,694646,mcdec001,mcderch01,-1,2024.0,2024.0
18665,King,Mike,650633,kingm002,kingmi01,19853,2019.0,2024.0
18673,Maldonado,Martín,455117,maldm001,maldoma01,6887,2011.0,2024.0
18694,Perdomo,Geraldo,672695,perdg001,perdoge01,22799,2021.0,2024.0
18718,Ramirez,Nick,598286,ramin003,ramirni01,12575,2019.0,2024.0
18735,Mitchell,Garrett,669003,mitcg001,mitchga01,27555,2022.0,2024.0
18737,Calvo,Blair,663971,calvb001,calvobl01,25416,2023.0,2023.0
18739,Gausman,Kevin,592332,gausk001,gausmke01,14107,2013.0,2024.0
18758,Thomas,Lane,657041,thoml002,thomala02,16939,2019.0,2024.0
18767,Robles,Víctor,645302,roblv001,roblevi01,18363,2017.0,2024.0
18777,Candelario,Jeimer,600869,candj002,candeje01,13621,2016.0,2024.0
18778,Palencia,Daniel,694037,paled001,palenda01,27914,2023.0,2024.0
18793,Englert,Mason,669438,englm001,englema01,22288,2023.0,2024.0
18808,Young,Jared,676724,younj003,youngja02,20404,2022.0,2023.0
18827,Wilson,Jacob,805779,wilsj006,wilsoja05,33266,2024.0,2024.0
18836,Puk,A. J.,640462,puk-a001,pukaj01,19343,2019.0,2024.0
18865,Rodriguez,Grayson,680570,rodrg003,rodrigr01,24492,2023.0,2024.0
18877,Vaughn,Andrew,683734,vauga001,vaughan01,26197,2021.0,2024.0
18889,Isbel,Kyle,664728,isbek001,isbelky01,21614,2021.0,2024.0
18899,Maton,Nick,665155,maton001,matonni01,21635,2021.0,2024.0
18904,Sawamura,Hirokazu,617228,sawah001,sawamhi01,27515,2021.0,2022.0
18908,Kluber,Corey,446372,klubc001,klubeco01,2429,2011.0,2023.0
18909,Festa,David,701581,festd001,festada01,-1,2024.0,2024.0
18913,Wood,Alex,622072,wooda002,woodal02,13781,2013.0,2024.0
18914,Rodríguez,Johnathan,671286,rodrj009,rodrijo10,-1,2024.0,2024.0
18943,Amaya,Jacob,676070,amayj001,amayaja01,23296,2023.0,2024.0
18946,O'Hoppe,Logan,681351,ohopl001,ohopplo01,24729,2022.0,2024.0
18951,De Los Santos,Luis,665782,delol003,deloslu03,-1,2024.0,2024.0
18971,Alford,Anthony,546990,alfoa002,alforan01,14329,2017.0,2022.0
18975,Weissert,Greg,669711,weisg001,weissgr01,20375,2022.0,2024.0
18987,Merryweather,Julian,657240,merrj001,merryju01,16703,2020.0,2024.0
18998,Cabrera,Miguel,408234,cabrm001,cabremi01,1744,2003.0,2023.0
19010,Hummel,Cooper,669450,hummc001,hummeco01,19458,2022.0,2024.0
19019,Cook,Billy,695257,cookb002,cookbi01,-1,2024.0,2024.0
19044,Yamamoto,Yoshinobu,808967,yamay001,yamamyo01,33825,2024.0,2024.0
19048,Maldonado,Anthony,687424,malda001,maldoan01,-1,2024.0,2024.0
19051,Arihara,Kohei,685503,arihk001,arihako01,27505,2021.0,2022.0
19059,Farmer,Kyle,571657,farmk001,farmeky01,14813,2017.0,2024.0
19065,Beede,Tyler,595881,beedt001,beedety01,16981,2018.0,2024.0
19066,Newcomb,Sean,656794,newcs001,newcose01,16943,2017.0,2024.0
19081,Ramirez,Emmanuel,642629,ramie006,ramirem01,-1,2024.0,2024.0
19093,Brzykcy,Zach,694350,brzyz001,brzykza01,-1,2024.0,2024.0
19101,Celestino,Gilberto,665482,celeg001,celesgi01,20233,2021.0,2022.0
19108,Gurriel,Lourdes,666971,gurrl001,gurrilo01,19238,2018.0,2024.0
19109,Nastrini,Nick,680897,nastn001,nastrni01,-1,2024.0,2024.0
19114,Naquin,Tyler,571980,naqut001,naquity01,13359,2016.0,2023.0
19125,Lopez,Otto,672640,lopeo001,lopezot01,19608,2021.0,2024.0
19145,Cease,Dylan,656302,ceasd001,ceasedy01,18525,2019.0,2024.0
19155,Burger,Jake,669394,burgj001,burgeja01,22275,2021.0,2024.0
19168,Moran,Brian,572383,morab001,moranbr01,9646,2019.0,2022.0
19186,Sale,Chris,519242,salec001,salech01,10603,2010.0,2024.0
19229,Banuelos,Manny,544365,banum001,banuema01,5365,2015.0,2022.0
19237,Waters,Drew,671221,wated001,waterdr01,20505,2022.0,2024.0
19240,Banks,Tanner,621383,bankt001,banksta01,16990,2022.0,2024.0
19250,Henley,Blair,668874,henlb002,henlebl01,-1,2024.0,2024.0
19274,Duvall,Adam,594807,duvaa001,duvalad01,10950,2014.0,2024.0
19284,Griffin,Foster,656492,griff001,grifffo01,16432,2020.0,2022.0
19292,Keller,Brad,641745,kellb003,kellebr01,15734,2018.0,2024.0
19293,Bae,Ji Hwan,678225,bae-j001,baeji01,23818,2022.0,2024.0
19297,Gonzalez,Romy,663853,gonzr003,gonzaro01,21562,2021.0,2024.0
19306,Kessinger,Grae,666197,kessg001,kessigr01,25813,2023.0,2024.0
19310,Clippard,Tyler,461325,clipt001,clippty01,5640,2007.0,2022.0
19333,Wendelken,J. B.,605525,wendj001,wendejb01,14506,2016.0,2022.0
19337,Medina,Luis,665622,medil002,medinlu02,21649,2023.0,2024.0
19357,Paredes,Isaac,670623,parei001,paredis01,20036,2020.0,2024.0
19370,Brantly,Rob,542963,branr002,brantro01,10655,2012.0,2024.0
19375,Suárez,Eugenio,553993,suare001,suareeu01,12552,2014.0,2024.0
19389,Jung,Jace,690291,jungj002,jungja01,-1,2024.0,2024.0
19411,Robert,Luis,673357,robel002,roberlu01,20043,2020.0,2024.0
19414,Barnes,Austin,605131,barna001,barneau01,12158,2015.0,2024.0
19418,Narváez,Omar,553882,narvo001,narvaom01,13338,2016.0,2024.0
19449,Rogers,Trevor,669432,roget003,rogertr01,22286,2020.0,2024.0
19458,Pérez,Cionel,672335,perec004,perezci01,19614,2018.0,2024.0
19466,Conine,Griffin,665052,conig001,coningr01,-1,2024.0,2024.0
19470,Kelley,Trevor,665001,kellt002,kelletr01,18454,2019.0,2023.0
19479,Cleavinger,Garrett,664076,cleag001,cleavga01,17897,2020.0,2024.0
19481,Sears,JP,676664,searj001,searsjp01,23429,2022.0,2024.0
19494,Schrock,Max,621011,schrm001,schroma01,17750,2020.0,2022.0
19510,Bruján,Vidal,660644,brujv001,brujavi01,20536,2021.0,2024.0
19514,Jones,Jahmai,663330,jonej007,jonesja08,18872,2020.0,2024.0
19523,Ginkel,Kevin,656464,ginkk001,ginkeke01,19876,2019.0,2024.0
19532,Aranda,Jonathan,666018,aranj001,arandjo01,21837,2022.0,2024.0
19535,Bachman,Sam,696147,bachs001,bachmsa01,29754,2023.0,2023.0
19540,Rodríguez,Randy,678495,rodrr010,rodrira02,-1,2024.0,2024.0
19576,Colás,Oscar,693049,colao001,colasos01,30162,2023.0,2024.0
19600,Bleday,JJ,668709,bledj001,bledajj01,26368,2022.0,2024.0
19605,Allen,Austin,664119,allea001,allenau01,18083,2019.0,2022.0
19617,Sabrowski,Erik,681870,sabre001,sabroer01,-1,2024.0,2024.0
19638,Holmes,Grant,656550,holmg001,holmegr01,-1,2024.0,2024.0
19639,Kolarek,Adam,592473,kolaa001,kolarad01,10843,2017.0,2023.0
19641,Pivetta,Nick,601713,piven001,pivetni01,15454,2017.0,2024.0
19683,Swanson,Dansby,621020,swand001,swansda01,18314,2016.0,2024.0
19691,Stott,Bryson,681082,stotb001,stottbr01,26294,2022.0,2024.0
19703,Merrifield,Whit,593160,merrw001,merriwh01,11281,2016.0,2024.0
19704,Cronin,Declan,686539,crond001,cronide01,25645,2023.0,2024.0
19725,Underwood,Duane,621249,unded001,underdu01,14677,2018.0,2023.0
19734,Hancock,Emerson,676106,hance001,hancoem01,27470,2023.0,2024.0
19751,Logue,Zach,656657,loguz001,logueza01,20231,2022.0,2024.0
19754,Del Castillo,Adrian,680728,delca001,delcaad01,-1,2024.0,2024.0
19780,Peguero,Elvis,665625,pegue001,pegueel01,21652,2021.0,2024.0
19821,Ramos,Heliot,671218,ramoh002,ramoshe02,22515,2022.0,2024.0
19822,Eickhoff,Jerad,595191,eickj001,eickhje01,12664,2015.0,2022.0
19851,Farmer,Buck,571656,farmb001,farmebu01,14814,2014.0,2024.0
19865,Alexy,A. J.,669935,alexa001,alexyaj01,22343,2021.0,2022.0
19884,Karinchak,James,675916,karij001,karinja01,20151,2019.0,2023.0
19913,Staumont,Josh,622251,stauj001,staumjo01,18335,2019.0,2024.0
19914,Ruiz,José,614179,ruizj001,ruizjo01,14552,2017.0,2024.0
19917,Harper,Bryce,547180,harpb003,harpebr03,11579,2012.0,2024.0
19939,Difo,Wilmer,594694,difow001,difowi01,14320,2015.0,2022.0
19990,Arano,Víctor,644364,aranv001,aranovi01,15915,2017.0,2022.0
19996,Cropley,Tyler,680418,cropt001,croplty01,24485,2023.0,2023.0
20001,Orze,Eric,679358,orzee001,orzeer01,-1,2024.0,2024.0
20020,Cuas,José,621016,cuasj001,cuasjo01,17701,2022.0,2024.0
20027,Iriarte,Jairo,683568,iriaj001,iriarja01,-1,2024.0,2024.0
20041,Adames,Willy,642715,adamw002,adamewi01,15986,2018.0,2024.0
20048,Moronta,Reyes,606625,moror001,moronre01,14966,2017.0,2023.0
20053,Kahnle,Tommy,592454,kahnt001,kahnlto01,11384,2014.0,2024.0
20062,Ahmed,Nick,605113,ahmen001,ahmedni01,12147,2014.0,2024.0
20068,Kennedy,Ian,453178,kenni001,kenneia01,6986,2007.0,2023.0
20072,Segura,Jean,516416,seguj002,segurje01,5933,2012.0,2023.0
20112,Andrus,Elvis,462101,andre001,andruel01,8709,2009.0,2023.0
20124,Kowar,Jackson,663804,kowaj001,kowarja01,21549,2021.0,2023.0
20132,Herrera,Odúbel,546318,herro001,herreod01,11476,2015.0,2022.0
20141,Story,Trevor,596115,stort001,storytr01,12564,2016.0,2024.0
20151,Naylor,Josh,647304,naylj001,naylojo01,18839,2019.0,2024.0
20179,Poppen,Sean,664092,popps001,poppese01,19583,2019.0,2022.0
20198,Coulombe,Danny,543056,could001,couloda01,13293,2014.0,2024.0
20211,Jansen,Kenley,445276,jansk001,janseke01,3096,2010.0,2024.0
20214,Báez,Javier,595879,baezj001,baezja01,12979,2014.0,2024.0
20228,Heasley,Jonathan,669169,heasj001,heasljo01,22224,2021.0,2024.0
20239,Kepler,Max,596146,keplm001,keplema01,12144,2015.0,2024.0
20247,Singleton,Jon,572138,singj001,singljo02,10441,2014.0,2024.0
20260,Noel,Jhonkensy,678877,noelj001,noeljh01,-1,2024.0,2024.0
20263,Mattson,Isaac,676755,matti001,mattsis01,20385,2021.0,2024.0
20267,Stefanic,Michael,683021,stefm001,stefami01,25353,2022.0,2024.0
20275,Montgomery,Jordan,656756,montj004,montgjo01,16511,2017.0,2024.0
20283,Harris,Michael,671739,harrm004,harrimi04,25931,2022.0,2024.0
20295,Alcántara,Sandy,645261,alcas001,alcansa01,18684,2017.0,2023.0
20298,Mazur,Adam,800049,mazua001,mazurad01,31900,2024.0,2024.0
20306,Bart,Joey,663698,bartj003,bartjo01,21524,2020.0,2024.0
20314,Mayo,Coby,691723,mayoc001,mayoco01,-1,2024.0,2024.0
20329,Canha,Mark,592192,canhm001,canhama01,11445,2015.0,2024.0
20340,Bukauskas,J. B.,656266,bukaj001,bukaujb01,20491,2021.0,2024.0
20345,Waldrep,Hurston,694462,waldh001,waldrhu01,-1,2024.0,2024.0
20355,Velasquez,Vince,592826,velav001,velasvi01,11189,2015.0,2023.0
20359,Sanmartin,Reiver,665665,sanmr001,sanmare01,19754,2021.0,2023.0
20366,Gregorius,Didi,544369,gregd001,gregodi01,6012,2012.0,2022.0
20376,Richardson,Lyon,680689,richl001,richaly01,24581,2023.0,2024.0
20428,Peters,Dillon,596071,peted001,peterdi01,18790,2017.0,2022.0
20430,Walker,Josh,677020,walkj004,walkejo03,23617,2023.0,2024.0
20437,Blanco,Ronel,669854,blanr001,blancro01,19407,2022.0,2024.0
20442,Busch,Michael,683737,buscm003,buschmi02,26319,2023.0,2024.0
20447,Trivino,Lou,642152,trivl001,trivilo01,15043,2018.0,2022.0
20461,Sheehan,Emmet,686218,sheee001,sheehem01,29839,2023.0,2023.0
20469,Bumgarner,Madison,518516,bumgm001,bumgama01,5524,2009.0,2023.0
20481,Dunning,Dane,641540,dunnd001,dunnida01,19409,2020.0,2024.0
20488,Calhoun,Kole,594777,calhk001,calhoko01,11200,2012.0,2023.0
20492,Happ,Ian,664023,happi001,happia01,17919,2017.0,2024.0
20502,Pederson,Joc,592626,pedej001,pederjo01,11899,2014.0,2024.0
20513,Acuña,Ronald,660670,acunr001,acunaro01,18401,2018.0,2024.0
20532,Leahy,Kyle,681517,leahk001,leahyky01,24763,2023.0,2024.0
20541,Taveras,Leody,665750,tavel001,taverle01,18900,2020.0,2024.0
20555,Hernandez,Jose,669796,hernj005,hernajo03,22318,2023.0,2024.0
20561,Montes de Oca,Bryce,656755,montb001,montebr01,21319,2022.0,2022.0
20569,Burrows,Mike,681347,burrm001,burromi01,-1,2024.0,2024.0
20589,Lee,Dylan,669276,lee-d005,leedy01,19996,2021.0,2024.0
20592,Fermín,José,665877,fermj001,fermijo01,21746,2023.0,2024.0
20593,Jankowski,Travis,608671,jankt001,jankotr01,13768,2015.0,2024.0
20605,Pérez,Francisco,660906,peref002,perezfr01,21018,2021.0,2023.0
20629,Gallo,Joey,608336,gallj002,gallojo01,14128,2015.0,2024.0
20637,Sweeney,Trey,700242,sweet001,sweentr01,-1,2024.0,2024.0
20646,Halvorsen,Seth,678020,halvs001,halvose01,-1,2024.0,2024.0
20662,Batten,Matthew,676946,battm001,battema01,20157,2022.0,2024.0
20688,Eaton,Nate,681987,eaton001,eatonna01,25055,2022.0,2023.0
20696,Kennedy,Brett,664028,kennb001,kennebr02,17877,2018.0,2023.0
20699,Paris,Kyren,677347,parik002,parisky01,26420,2023.0,2024.0
20731,Slater,Austin,596103,slata001,slateau01,16153,2017.0,2024.0
20732,Sánchez,Aníbal,434671,sanca004,sanchan01,3284,2006.0,2022.0
20733,Peralta,David,444482,perad001,peralda01,2136,2014.0,2024.0
20738,Harvey,Hunter,640451,harvh001,harvehu01,15507,2019.0,2024.0
20762,Zunino,Mike,572287,zunim001,zuninmi01,13265,2013.0,2023.0
20765,Garcia,Aramis,605244,garca006,garciar01,16925,2018.0,2024.0
20769,Heineman,Tyler,623168,heint001,heinety01,13897,2019.0,2024.0
20772,Contreras,Roansy,672710,contr001,contrro01,22810,2021.0,2024.0
20774,Sabol,Blake,666165,sabob001,sabolbl01,25805,2023.0,2024.0
20778,Hall,DL,669084,halld004,halldl01,22207,2022.0,2024.0
20790,Ferguson,Caleb,657571,fergc001,ferguca01,19349,2018.0,2024.0
20801,Kiner-Falefa,Isiah,643396,kinei001,kineris01,16512,2018.0,2024.0
20802,Wheeler,Zack,554430,wheez001,wheelza01,10310,2013.0,2024.0
20805,López,Yoan,661255,lopey001,lopezyo01,17181,2018.0,2022.0
20812,Huff,Sam,669087,huffs001,huffsa01,22209,2020.0,2024.0
20814,Solano,Donovan,456781,solad001,solando01,8623,2012.0,2024.0
20819,McKinney,Billy,641856,mckib001,mckinbi01,15654,2018.0,2024.0
20833,Eden,Cam,686490,edenc001,edenca01,25476,2023.0,2023.0
20841,Mariot,Michael,592527,marim001,mariomi01,10835,2014.0,2023.0
20852,Foster,Matt,641582,fostm001,fostema01,19647,2020.0,2024.0
20860,Bido,Osvaldo,674370,bidoo001,bidoos01,23150,2023.0,2024.0
20881,Honeywell,Brent,641703,honeb001,honeybr01,16466,2021.0,2024.0
20899,Hedges,Austin,595978,hedga001,hedgeau01,12976,2015.0,2024.0
20905,Murphy,Chris,669684,murpc001,murphch01,26214,2023.0,2023.0
20960,German,Frank,681464,germf002,germafr02,24750,2022.0,2022.0
20992,Liberatore,Matthew,669461,libem001,liberma01,22294,2022.0,2024.0
20994,Okey,Chris,608360,okeyc001,okeych01,19245,2022.0,2023.0
20999,Diekman,Jake,518617,diekj001,diekmja01,5003,2012.0,2024.0
21003,Rivera,Emmanuel,656896,rivee001,riverem01,19890,2021.0,2024.0
21023,Thompson,Bubba,669352,thomb003,thompbu01,22261,2022.0,2024.0
21076,Escobar,Alcides,444876,escoa003,escobal02,6310,2008.0,2022.0
21082,India,Jonathan,663697,indij001,indiajo01,21523,2021.0,2024.0
21086,Hinds,Rece,677956,hindr001,hindsre01,-1,2024.0,2024.0
21098,Cole,Gerrit,543037,coleg001,colege01,13125,2013.0,2024.0
21099,Hill,Derek,656537,hilld002,hillde01,16947,2020.0,2024.0
21114,Matos,Luis,682641,matol002,matoslu02,26467,2023.0,2024.0
21133,Alberto,Hanser,593643,albeh001,alberha01,11902,2015.0,2023.0
21146,Topa,Justin,623437,topaj001,topaju01,15145,2020.0,2024.0
21154,Stripling,Ross,548389,strir001,stripro01,13273,2016.0,2024.0
21160,Tetreault,Jackson,676194,tetrj001,tetreja01,20565,2022.0,2022.0
21176,Bundy,Dylan,605164,bundd001,bundydy01,12917,2012.0,2022.0
21182,Knapp,Andrew,595284,knapa001,knappan01,14942,2017.0,2024.0
21184,Davis,Austin,656354,davia003,davisau01,17117,2018.0,2024.0
21217,González,Erik,570481,gonze004,gonzaer01,13369,2016.0,2022.0
21220,Encarnacion-Strand,Christian,687952,encac001,encarch01,30011,2023.0,2024.0
21229,Fishman,Jake,670288,fishj002,fishmja01,20060,2022.0,2022.0
21237,Raley,Brooks,548384,raleb001,raleybr01,10061,2012.0,2024.0
21238,Sosa,Lenyn,672820,sosal001,sosale01,22896,2022.0,2024.0
21252,Martin,Chris,455119,martc007,martich02,11847,2014.0,2024.0
21264,McKinstry,Zach,656716,mckiz001,mckinza01,19392,2020.0,2024.0
21274,Davis,J. D.,605204,davij006,davisjd01,16219,2017.0,2024.0
21310,Doval,Camilo,666808,dovac001,dovalca01,21992,2021.0,2024.0
21314,Arozarena,Randy,668227,arozr001,arozara01,19290,2019.0,2024.0
21316,Dalbec,Bobby,666915,dalbb001,dalbebo01,19966,2020.0,2024.0
21334,Diaz,Jordan,672478,diazj008,diazjo03,22650,2022.0,2023.0
21335,McDonald,Trevor,686790,mcdot001,mcdontr01,-1,2024.0,2024.0
21338,Anderson,Nick,623433,anden001,anderni01,18337,2019.0,2024.0
21339,Hernandez,Elier,609274,herne003,hernael02,13750,2022.0,2022.0
21353,Wells,Austin,669224,wella002,wellsau01,27562,2023.0,2024.0
21366,VerHagen,Drew,572403,verhd001,verhadr01,13424,2014.0,2023.0
21374,Ward,Thaddeus,663658,wardt003,wardth01,21513,2023.0,2023.0
21381,Toro,Abraham,647351,toroa001,toroab01,19844,2019.0,2024.0
21385,Adon,Joan,672851,adonj001,adonjo01,22925,2021.0,2024.0
21389,Martini,Nick,605361,martn003,martini02,12005,2018.0,2024.0
21401,Davis,Jaylin,664041,davij008,davisja03,19552,2019.0,2022.0
21421,Smith-Njigba,Canaan,675986,smitc008,smithca05,23264,2022.0,2023.0
21427,Bolton,Cody,675989,boltc001,boltoco01,23265,2023.0,2024.0
21433,Shaw,Travis,543768,shawt001,shawtr01,11982,2015.0,2022.0
21438,Cain,Lorenzo,456715,cainl001,cainlo01,9077,2010.0,2022.0
21472,Olson,Matt,621566,olsom001,olsonma02,14344,2016.0,2024.0
21474,Loutos,Ryan,702795,loutr001,loutory01,-1,2024.0,2024.0
21483,Hosmer,Eric,543333,hosme001,hosmeer01,3516,2011.0,2023.0
21517,Walters,Andrew,689958,walta001,waltean01,-1,2024.0,2024.0
21577,Capel,Conner,668843,capec001,capelco01,19983,2022.0,2024.0
21579,Hernández,Teoscar,606192,hernt002,hernate01,13066,2016.0,2024.0
21597,Henry,Payton,668721,henrp001,henrypa01,22164,2021.0,2022.0
